Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Nicaragua,NIC,1071309,1097314,1123377,1148184,1166667,1185036,1203179,1221107,1238907,1256779,1274735,1295634,1328915,1363126,1398264,1434361,1471309,1508981,1547118,1585290,1623225,1660918,1698230,1734850,1770269,1804285,1836518,1867220,1897117,1927279,1958384,1990736,2023825,2056898,2088802,2119675,2153290,2185143,2215387,2244172,2271811,2298178,2323434,2347953,2372265,2396560,2418775,2441294,2463918,2486611,2509179,2531635,2554002,2576243,2598376,2620293,2641994,2662543,2681761,2699365,2715272
Netherlands,NLD,4623139,4653157,4698192,4740078,4781723,4825313,4865910,4898433,4926402,4960471,4998580,5025388,5033943,5033026,5029686,5031535,5027799,5014415,5001864,4992711,4988512,4971706,4936304,4896872,4858219,4822960,4791802,4764231,4737105,4707697,4682215,4622058,4521389,4418916,4313040,4203458,4093839,3988053,3887534,3790157,3695515,3557438,3373027,3189732,3009850,2834761,2674876,2532774,2400728,2266647,2137737,2023367,1912076,1817063,1738782,1664686,1594889,1528626,1466411,1409098,1354158
Norway,NOR,1793484,1768874,1722919,1675534,1627578,1579815,1532017,1484675,1437289,1389753,1341169,1318056,1308707,1298447,1287119,1274846,1261514,1247652,1233268,1218456,1203419,1197646,1196662,1195222,1193177,1191357,1190196,1190337,1191327,1190803,1189479,1181991,1171688,1161607,1151241,1142673,1136431,1124372,1106670,1090090,1076934,1066238,1055893,1046082,1037818,1032150,1027679,1024994,1023926,1022966,1021756,1017612,1010038,1001397,991897,981114,969171,956662,942971,929678,915909
Nepal,NPL,9753404,9900616,10056302,10217233,10385491,10562854,10750208,10947794,11155197,11371804,11596956,11830408,12054902,12286837,12525909,12772163,13025124,13284742,13550928,13823322,14101759,14387414,14688772,14995476,15304126,15613160,15919118,16223671,16536205,16869632,17231589,17624081,18027832,18441181,18845702,19227950,19583097,19912090,20213456,20487294,20733710,20951421,21204696,21434622,21646853,21844466,22036256,22219150,22371928,22465492,22483632,22415008,22277392,22121568,22013936,22001853,22099191,22289627,22549618,22843201,23141618
Nauru,NRU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,569279,568025,567559,563832,560592,554829,550673,548852,542008,535289,531054,528062,527958,528859,530357,531095,527914,526440,523456,518332,515870,515265,519115,524941,528179,530154,526550,523085,516544,511178,508061,526013,526117,526757,528375,530696,533676,537663,539403,539177,539268,539389,546433,554908,560764,564649,569106,576971,584445,592898,602137,609376,610037,612077,619619,629598,641118,651473,659719,666479,676263
OECD members,OED,306362093,306516348,306633128,306489122,306226658,305870844,305256174,304349544,303345816,302453433,301574083,301756669,301783436,301728259,301581167,301473670,301784068,302106996,302370544,302682175,302916425,302594381,302300442,301996631,301639635,301240636,300777787,300074743,299381525,298998442,298513644,298204166,298022682,297605441,296914943,296133618,295524909,294980827,294328295,293637378,292884725,290844175,288116476,285537838,283079418,280714043,278694511,276875520,275199008,273408584,271516617,269983041,269103769,268298978,267549726,266698146,265814232,264741985,263524443,261973439,260537381
Oman,OMN,461250,466176,471125,476021,480780,485392,489890,494388,498990,503870,509114,514638,520504,527211,535288,544985,556099,568221,580824,593381,605330,616746,627192,635708,641160,643134,640958,635265,627717,620443,614285,609867,605949,599999,608260,624491,634113,638279,639325,640639,644807,652939,664758,679842,688977,693106,697655,703430,713048,729861,755462,774315,784818,795052,799611,795859,783863,767078,746685,724210,700833
Other small states,OSS,6636955,6713423,6789995,6866778,6942729,7017552,7092632,7173308,7255260,7337909,7421497,7506098,7595990,7691511,7778686,7863384,7945028,8032073,8120430,8218440,8322257,8432528,8549038,8678173,8807935,8940001,9070637,9195496,9311837,9420041,9515101,9607031,9718385,9827929,9939020,10038534,10133812,10229436,10322807,10414837,10495989,10560891,10619406,10672668,10729542,10791192,10860577,10917046,10972363,11025840,11077725,11126394,11187076,11257538,11330242,11407199,11486890,11569835,11652625,11729962,11797369
Pakistan,PAK,35044390,35700092,36460667,37257248,38086223,38946650,39838460,40763371,41718798,42702171,43712946,44750682,45819808,46901156,48027192,49216642,50468638,51783142,53164630,54619361,56147613,57783346,59554308,61384678,63251627,65138830,67043050,68964171,70891610,72817255,74733491,76630027,78510965,80404594,82349796,84371242,86480358,88662974,90904566,93179314,95395822,97542772,99630007,101684617,103741796,105829499,107953132,110103933,112275600,114454985,116631401,118800762,120967978,123147091,125348710,127581399,129847570,132141029,134412664,136637555,138797696
Panama,PAN,665652,678645,691479,704472,717502,730554,743533,756400,769202,781974,795498,814074,832855,851749,870613,889359,907894,926290,944494,962580,980401,997058,1013524,1029846,1045991,1062043,1077946,1093755,1109455,1125105,1139032,1141533,1143490,1145026,1146091,1146797,1147094,1147071,1146521,1145367,1145526,1158708,1171689,1184430,1197009,1209470,1221816,1234066,1246143,1258058,1269842,1281070,1291782,1302058,1311972,1321666,1331144,1340242,1348752,1356355,1362863
Peru,PER,5401349,5495130,5534469,5571857,5606079,5636932,5663566,5686068,5704608,5720395,5733063,5742645,5753207,5818861,5882633,5944542,6003926,6061265,6115986,6167667,6216417,6262156,6336846,6410286,6481968,6551939,6619989,6685975,6749012,6808687,6863995,6914372,6959636,7001607,7031156,7058665,7085287,7109994,7128838,7137369,7133072,7115747,7086902,7048620,7004399,6957061,6907204,6855748,6840105,6840849,6841824,6842875,6844395,6851292,6868729,6899489,6946297,7005790,7067388,7120116,7155880
Philippines,PHL,18310798,18861993,19425030,19996375,20569634,21141202,21709381,22275987,22844543,23420926,23995925,24507615,25024893,25547030,26070077,26604532,27201092,27802845,28411906,29031684,29619426,29985384,30342793,30691119,31027438,31352437,31662346,31956083,32229655,32480229,32813105,33693856,34580953,35474573,36377890,37292616,38217783,39151854,40095135,41048084,42010260,42983513,43965718,44947726,45917350,46866522,47789467,48690225,49582478,50484932,51369761,52064651,52774797,53486547,54183617,54851130,55486055,56076098,56624425,57140716,57630884
Palau,PLW,4218,4308,4400,4470,4534,4592,4632,4662,4682,4713,4755,4820,4901,4978,5020,5012,4952,4843,4718,4616,4562,4494,4454,4441,4431,4415,4401,4442,4480,4523,4580,4638,4704,4771,4842,4902,5050,5213,5371,5523,5667,5799,5923,6023,5882,5707,5490,5239,4978,4735,4521,4346,4198,4073,3963,3858,3761,3675,3595,3516,3440
Papua New Guinea,PNG,2171827,2204619,2238614,2273947,2310829,2349480,2389791,2422521,2454068,2483656,2510496,2533852,2588388,2645234,2704153,2765349,2828713,2894232,2962002,3032306,3105273,3182372,3262456,3344348,3427030,3509761,3592309,3674873,3757503,3840366,3923744,4025407,4128726,4234162,4343199,4456673,4575523,4699137,4825493,4951629,5075474,5187052,5295799,5405253,5520125,5643485,5776746,5918427,6065457,6213310,6358756,6500811,6640346,6777611,6914611,7052789,7192301,7332486,7472957,7613283,7753046
Poland,POL,15443482,15423370,15479763,15562999,15654736,15682854,15673858,15697376,15719100,15712366,15638034,15517086,15429055,15351984,15280453,15211597,15141165,15063720,14958284,14905343,14910549,14912632,14915727,14920566,14919234,14902331,14866334,14812582,14735285,14719583,14760306,14795540,14824105,14844565,14858578,14861776,14855705,14848040,14836338,14817709,14646934,14625682,14608969,14641519,14675719,14712016,14745032,14779722,14824820,14877599,14877776,14928409,14976333,15014846,15051507,15088963,15120448,15150057,15167875,15172143,15143331
Pre-demographic dividend,PRE,162343110,165355211,168474761,171686849,174981870,178369014,181917153,185581554,189323595,193168368,197159884,201136975,205186376,209388954,213835516,218521390,223469491,228703205,234083816,239635789,245112098,250231039,255191529,260032325,264823495,269683123,274702064,279872978,285345804,291258189,297418988,304420024,311889496,319622503,327630453,335534635,343230077,350704601,358194374,365927314,374068563,382230124,390733556,399393989,408159416,416895255,425706585,434966801,443806719,452818515,462010994,471415589,481150180,491033430,500969383,510890327,520775843,530617764,540409884,550155889,559853221
Puerto Rico,PRI,1307582,1297458,1290658,1284223,1273815,1257467,1235821,1208703,1179241,1152118,1132645,1126145,1123324,1122324,1119990,1114666,1106837,1096732,1084657,1071511,1031210,915308,806057,704908,612522,529615,455619,390306,333043,283432,249641,245572,241390,237755,234354,230967,228098,224814,220778,216681,213889,216410,218792,220995,223184,225002,226182,227018,227833,228763,229804,229075,228028,226867,224429,221453,217959,213251,205077,205163,210642
"Korea, Dem. People's Rep.",PRK,6832236,6863801,6869456,6863321,6865625,6889720,6936265,6997322,6939455,6779743,6599959,6708415,6812470,6907388,6986691,7046961,7161582,7259477,7347502,7435467,7530494,7615740,7708027,7804919,7901740,7995638,8085698,8173096,8260149,8350193,8445159,8546409,8651546,8755994,8860134,8959608,9045055,9118148,9182600,9243980,9306454,9370940,9436141,9499843,9557886,9608280,9649850,9684524,9714333,9723701,9726987,9731926,9737226,9742947,9747983,9751935,9750790,9745214,9734655,9718747,9697732
Portugal,PRT,5761501,5773339,5781154,5770307,5738993,5681173,5604196,5534506,5476514,5393520,5312077,5255663,5213556,5181155,5219177,5385244,5503181,5524194,5545792,5566724,5587795,5593505,5576561,5550813,5520219,5483117,5435735,5381914,5323719,5263530,5199759,5132609,5062834,5003363,4950901,4901898,4853841,4809043,4766554,4726461,4692296,4658665,4619439,4571864,4517810,4461605,4404945,4349078,4290949,4231103,4169291,4099817,4020561,3936962,3855050,3779248,3708283,3640950,3577639,3521605,3469087
Paraguay,PRY,1226760,1257363,1288867,1320348,1352295,1384999,1418590,1453030,1487946,1522853,1557488,1591770,1625919,1651073,1676590,1703184,1730915,1759782,1789949,1821775,1855270,1890603,1927438,1959305,1991093,2022538,2053377,2083513,2112606,2140543,2166864,2191490,2214242,2239310,2263616,2286625,2308236,2328413,2346848,2363370,2377821,2390360,2400870,2423478,2446661,2467494,2485914,2502185,2516927,2531111,2545380,2559942,2574576,2591284,2608528,2625333,2641610,2657551,2672174,2685487,2697309
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638796,657500,676641,696293,716420,737055,758154,779829,790656,804767,819109,833714,848526,863610,878906,894481,910309,926356,944546,962006,978760,994782,1010163,1024762,1038634,1051809,1064347,1073875,1089088,1103858,1118249
Pacific island small states,PSS,670848,688906,707805,727066,746005,764058,781119,798171,814531,830172,845470,860632,875519,890282,905986,922243,938562,955898,973955,992777,1012448,1032965,1054233,1075368,1094966,1112184,1126466,1135264,1142487,1150443,1160425,1172582,1186337,1200819,1214820,1227856,1238987,1251258,1263030,1274202,1284543,1294739,1305544,1316533,1327634,1339289,1351230,1363382,1375098,1386634,1398273,1409916,1421594,1433583,1446164,1459547,1473822,1488836,1504361,1520196,1536142
Post-demographic dividend,PST,277427538,276845872,276180744,275224129,274121107,272807633,271318655,269548537,267685738,265961519,264338664,263765328,262962865,262068994,261081246,260142990,259570469,259006719,258410903,257843238,257153929,256294558,255661713,255047458,254448963,253902358,253144831,252077956,251151983,250654430,250105348,249377101,248702871,247897865,246788768,245539348,244415509,243369331,242265845,241137604,240132155,237734847,234740318,231886018,229178979,226567016,224324542,222299917,220441508,218490779,216529830,214875918,213901637,213018263,212153111,211205002,210221381,209036011,207738219,206181434,204863457
French Polynesia,PYF,45067,45827,46711,47428,47966,48424,48768,49016,49205,49377,49542,50097,51262,52452,53633,54785,55905,57117,58986,60893,62848,64843,66874,68932,71065,73226,75401,77585,79736,82022,84256,86355,88352,90316,92359,94559,96948,99169,101413,103638,105787,107850,109828,110580,110510,110196,109618,108804,107828,106787,105735,104701,103673,103853,104248,104651,105069,105517,105977,106416,106814
Qatar,QAT,6977,7358,7820,8332,8932,9532,10123,10711,11326,12002,12755,13613,14776,15988,17157,18224,19135,19946,20855,22138,23787,26004,28657,31514,34277,36718,38183,37757,36948,35795,34358,32697,30898,29071,27309,25683,24266,23238,22680,22220,21856,21489,21200,21354,21922,22535,23819,25380,26736,27538,27826,28461,28615,28389,27838,27068,26146,25122,24062,22996,22040
Romania,ROU,12110087,12080581,12030313,11977238,11921130,11857243,11847286,11948119,12012953,12041101,12085640,12109565,12122296,12121991,12128723,12173328,12211371,12196032,12150355,12070684,11976387,11896080,11800888,11684072,11563433,11448111,11336893,11228468,11116099,11000766,10854514,10596632,10433628,10454264,10473627,10487165,10491599,10495945,10508454,10526353,10547299,10434781,10261140,10158919,10073097,9983156,9896426,9723952,9536351,9430554,9348183,9275922,9231911,9205089,9178039,9137575,9082745,9023346,8958416,8894686,8821100
Russian Federation,RUS,55475143,55009623,54530929,54036643,53529836,53013631,52200695,51383521,50561694,49741704,48939317,48162739,47384351,46607946,45831223,45054966,44336325,43620050,42902521,42367388,42049135,41712214,41358307,40990219,40686607,40391011,40068987,39738044,39385579,39296740,39368740,39489185,39533441,39518242,39512122,39509505,39459487,39400215,39340974,39226849,39068066,38908572,38737259,38515588,38295974,38085588,37896710,37767668,37686839,37635362,37587981,37552971,37531739,37508423,37465023,37393138,37292302,37147222,36938654,36697963,36380516
Rwanda,RWA,2859250,2918758,2970202,3019521,3074899,3142288,3223950,3318167,3421614,3529240,3637341,3742277,3848029,3956445,4069890,4190208,4317664,4451759,4592683,4746999,4910026,5074192,5237697,5410992,5608413,5836036,6113377,6427558,6714646,6888247,6894117,6694950,6280802,5805689,5432265,5262354,5329181,5619594,6040647,6446264,6749506,6928241,7013253,7110658,7212814,7345162,7513480,7704546,7912505,8126547,8339277,8549848,8762238,8979307,9203070,9435870,9678594,9929221,10184677,10440836,10694380
South Asia,SAS,476925535,486226845,495538771,505164303,515094441,525330696,535866605,546697479,557800147,569140286,580691842,592259683,603445596,614823494,626361293,638003857,649918278,662072485,674425750,686928710,699517282,712792032,727447971,742296370,757288749,772401207,787588055,802845943,818183619,833710532,849386663,865355187,881760738,898216299,914623784,930920885,947036126,962976707,978775250,994492172,1010086912,1025021302,1038823499,1052316234,1065387997,1077998855,1090131402,1101778785,1112927341,1123593153,1133760092,1143401742,1152340021,1160865426,1168970281,1176700582,1184103952,1191117547,1197679081,1203683996,1209159239
Saudi Arabia,SAU,2809492,2853083,2900469,2935254,2952688,2965804,2974004,2978624,2981944,2987271,2995876,3008343,3023429,3039695,3054330,3090290,3129208,3166447,3205818,3252645,3308668,3373908,3442477,3506478,3556755,3588440,3600278,3670787,3727283,3770876,3801466,3820317,3827942,3874886,3929044,3975654,4014237,4046970,4078723,4116453,4164177,4224203,4294776,4372309,4452117,4530075,4604703,4677534,4750805,4828873,4912830,5002798,5096278,5186985,5268189,5334913,5385287,5421312,5445017,5460690,5470303
Sudan,SDN,6733766,6896808,7064678,7237348,7414798,7597269,7784820,7977445,8174879,8376836,8582851,8792454,9005668,9239852,9533732,9843666,10170515,10513212,10869545,11236567,11611921,11996858,12391190,12740961,13009364,13262683,13494808,13707988,13915957,14138102,14383366,14657436,14948058,15290319,15828380,16328524,16781639,17195815,17589092,17988339,18412002,18867051,19346739,19840480,20332034,20810453,21272630,21724978,22177545,22637497,23114414,23611109,24124603,24650654,25183364,25717183,26251090,26785833,27320645,27856005,28391086
Senegal,SEN,2469203,2516111,2563708,2612181,2661659,2712404,2764088,2816482,2869806,2924451,2980256,3039682,3100393,3160485,3217138,3268833,3319054,3382590,3445790,3512714,3586118,3666879,3754099,3846658,3942785,4041410,4141883,4244329,4350266,4473035,4598874,4727910,4859573,4991909,5121991,5248332,5370095,5488478,5605488,5724294,5847286,5975094,6107794,6230220,6344872,6463989,6587604,6715979,6849041,6986719,7128539,7274432,7424300,7577717,7734305,7892481,8052117,8212348,8372351,8530657,8686416
Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,111050,114056,117136,120314,123573,126903,130309,133798,137458,141406,145951,151278,157022,163095,169376,175753,182004,187963,193976,200033,206167,212371,218632,224886,231060,237120,243040,249259,255750,262373,269215,276289,283589,291081,298761,306592,314574,322710,330983,339361,347410,355265,363165,371019,378702,386122,393245,400134,407032,414263,422035,430467,439459,448876,458532,468272,478064,487924,497809,507657,517425
Sierra Leone,SLE,1915481,1931225,1947627,1964304,1980441,1997075,2014115,2031605,2049532,2068003,2086967,2106406,2126247,2146525,2167022,2194984,2229525,2265198,2301905,2339534,2378079,2416288,2454042,2493536,2537607,2587721,2650617,2723533,2793800,2849662,2883355,2892513,2881673,2859065,2836180,2822145,2817590,2822060,2841655,2883408,2951271,3048927,3172680,3310380,3445370,3561319,3654759,3732205,3798109,3859865,3922776,3987298,4051583,4115914,4179978,4243690,4307309,4370546,4432879,4493844,4553024
El Salvador,SLV,1705325,1749891,1798928,1849909,1902125,1955008,2008225,2061765,2115574,2169815,2224446,2279227,2318723,2357038,2393683,2428374,2461091,2491789,2519887,2544907,2566490,2584604,2599474,2611867,2622568,2632451,2641485,2649609,2657290,2665104,2673298,2682100,2691102,2667439,2630564,2589832,2545225,2497509,2446656,2433964,2419233,2402569,2384021,2364003,2342837,2321111,2298802,2272949,2227180,2181665,2136406,2091408,2046849,2002889,1959420,1916512,1874997,1834989,1796330,1758851,1722476
San Marino,SMR,7890,7918,7948,7967,7985,7983,7975,7950,7903,7832,7728,7315,6879,6446,6034,5654,5310,4974,4650,4335,4027,3729,3442,3168,2910,2669,2445,2237,2261,2288,2316,2348,2384,2309,2236,2161,2087,2013,1940,1869,1801,1739,1712,1721,1692,1627,1563,1501,1441,1385,1330,1279,1229,1182,1133,1085,1035,986,937,891,849
Somalia,SOM,2278854,2312226,2346164,2380896,2417344,2455877,2499614,2549344,2598410,2637759,2663410,2664999,2650384,2654597,2723650,2890890,3177224,3553627,3963968,4330768,4600117,4751747,4805367,4795767,4775558,4782558,4828027,4897806,4975882,5042361,5082272,5091309,5080576,5069089,5082149,5137397,5240742,5384897,5557762,5741344,5922493,6098420,6271831,6403967,6530872,6653498,6770496,7268117,7292947,7306566,7309434,7302020,7431185,7561668,7694525,7830603,7970057,8112889,8258876,8408045,8559929
Serbia,SRB,4687451,4655039,4616088,4571634,4523079,4470316,4427358,4377262,4322705,4263605,4201048,4155273,4137219,4117531,4096462,4073741,4059390,4040529,4018166,3993081,3964731,3946643,3934867,3919132,3899373,3876491,3862125,3842412,3818332,3791865,3763187,3740395,3748201,3756954,3756869,3686784,3666063,3638876,3608149,3578297,3550045,3527214,3507248,3483188,3458352,3431459,3401540,3371315,3340676,3311055,3281657,3239791,3213956,3190260,3167188,3143538,3119072,3093250,3065922,3037846,3004845
Sub-Saharan Africa (excluding high income),SSA,193822213,197673171,201665452,205763340,209959888,214260142,218701047,223259769,227947616,232781920,237835466,242982679,248276890,253756492,259436356,265276566,271265166,277471357,283838131,290575233,297554143,304482801,311532807,318658716,325811066,332958040,340188147,347564753,355034557,362574987,370009786,377873500,385826284,393897787,402351800,411016008,419846132,428779119,437920321,447224398,456682898,465870289,475139010,484579485,494223773,504043366,514166407,524890108,535156519,545592282,556148232,566830718,577785459,588877291,600043899,611258707,622512899,633785326,645040253,656242701,667361344
South Sudan,SSD,2594037,2642620,2693563,2746851,2802607,2860884,2921677,2985120,3051279,3120296,3192373,3267582,3346192,3428250,3514002,3603580,3695613,3790068,3889786,3998760,4119026,4251156,4391627,4521833,4624493,4706818,4770787,4817613,4838189,4821697,4763420,4657343,4514300,4375393,4306381,4305691,4386574,4539132,4741926,4962151,5176248,5375394,5567212,5764162,5985425,6243217,6540454,6866646,7203164,7523987,7810177,8058024,8271245,8448151,8588930,8695541,8764375,8799976,8822997,8860864,8932708
Sub-Saharan Africa,SSF,193852373,197703744,201696376,205794567,209991391,214291909,218733053,223291987,227980014,232814467,237868126,243015312,248309498,253788763,259468356,265308426,271296765,277502694,283869581,290606964,297586175,304515233,311565441,318691320,325843873,332991124,340221448,347599508,355069452,362610089,370045047,377909208,385862117,393934322,402389255,411053936,419884525,428817855,437959696,447264412,456723112,465910365,475180138,484619946,494263866,504083411,514207041,524930681,535197720,545633339,556190122,566871186,577825972,588918185,600085039,611300372,622554717,633827247,645082160,656284564,667403145
Small states,SST,10035067,10158728,10282389,10404935,10523751,10637921,10747764,10860063,10970497,11079653,11189359,11301882,11414040,11526320,11630356,11731485,11828321,11930626,12034450,12148995,12272348,12421059,12577436,12752706,12923885,13090378,13246977,13387736,13516132,13638125,13752434,13870968,14014942,14159680,14305190,14436272,14558958,14681496,14800026,14916137,15021121,15113794,15203425,15289172,15378778,15474207,15577598,15668259,15757538,15845392,15932331,16015448,16108353,16210652,16314342,16421180,16529520,16639738,16748193,16849456,16938822
Sao Tome and Principe,STP,53960,53741,52892,51907,51111,50718,50789,51217,51805,52301,52558,53284,54114,54895,55767,56831,58120,59583,61105,62515,63716,64666,64834,64795,64818,65003,65372,65869,66407,66867,67178,67324,67564,67705,67725,67642,67445,67168,66847,66529,66261,66044,65534,65026,64612,64304,64108,63991,63863,63627,63217,62619,61869,61065,60258,59485,58747,58050,57394,56777,56206
Suriname,SUR,151823,155955,160046,164170,168649,173979,179638,185504,191069,195676,198871,200433,195874,185785,175693,166149,157268,148975,141103,133473,125980,125924,125927,126132,126708,127791,129420,131521,133941,136469,138949,141332,143638,145838,147925,149894,151718,153403,154979,156503,158030,159571,161108,162659,164213,166410,168692,171005,173344,175703,178083,180483,182898,185314,187622,189793,191834,193736,195490,197111,198581
Slovak Republic,SVK,2706748,2768470,2766943,2762629,2758247,2751840,2742600,2730577,2715683,2700184,2674965,2642910,2617133,2593547,2570523,2546937,2522585,2497456,2470393,2441828,2408338,2392180,2387169,2380802,2373282,2365329,2355873,2344794,2332945,2319832,2305623,2292084,2296064,2308040,2320415,2330486,2338702,2346254,2352691,2358385,2358481,2357934,2365142,2371646,2379222,2387514,2395737,2404552,2414684,2426037,2443126,2460583,2472345,2482582,2492579,2500969,2508703,2515590,2520439,2523688,2524162
Slovenia,SVN,1137766,1130127,1123613,1119332,1115860,1113232,1112558,1110594,1105074,1095491,1086612,1078254,1067846,1057315,1043318,1033569,1028459,1020179,1010209,999641,987828,973456,972322,975328,977206,978898,987976,996738,996241,993604,991288,989377,987408,984540,982864,982559,981408,979573,976923,977086,979466,980492,980172,976273,972385,969570,968153,969042,966007,970209,969840,967238,964643,961339,957645,953743,949506,944897,942771,943491,943608
Sweden,SWE,2059029,2008215,1945521,1884124,1827003,1774455,1724430,1673745,1620513,1570746,1525398,1493090,1471273,1448019,1426605,1414834,1414069,1413241,1411486,1408598,1405560,1406165,1406969,1407607,1408886,1411215,1414501,1419229,1425767,1435311,1446443,1447374,1442280,1437168,1433808,1427846,1422163,1420501,1418811,1417437,1417231,1417037,1416123,1415759,1415762,1415927,1413835,1409904,1406363,1403890,1401467,1389318,1368886,1350197,1333506,1317697,1304687,1292817,1278923,1263481,1244794
Eswatini,SWZ,323408,328462,333348,338300,343666,349642,356350,364249,372589,381048,389398,397548,405558,413529,421570,429773,438071,449892,462904,476607,490986,506021,521635,537777,554392,571384,588713,606229,623584,640371,656277,671083,684770,697435,709243,720281,730668,741050,755040,767280,777340,784989,790531,794753,798800,803457,809087,815051,818487,822050,825465,828678,832679,836880,841535,846797,852662,859072,865852,872799,879741
Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,30160,30573,30924,31227,31503,31767,32006,32218,32398,32547,32660,32633,32608,32271,32000,31860,31599,31337,31450,31731,32032,32432,32634,32604,32807,33084,33301,34755,34895,35102,35261,35708,35833,36535,37455,37928,38393,38736,39375,40014,40214,40076,41128,40461,40093,40045,40634,40573,41201,41057,41890,40468,40513,40894,41140,41665,41818,41921,41907,41863,41801
Syrian Arab Republic,SYR,2890141,2955952,3020621,3086536,3154059,3223560,3294908,3367955,3442734,3519458,3597901,3696042,3802779,3912698,4025196,4140046,4256663,4375483,4497666,4625355,4759389,4900497,5057118,5220283,5384911,5548896,5711328,5872763,6033560,6194487,6356134,6518041,6679950,6842902,7008166,7157826,7307287,7460030,7611039,7754295,7885904,7995299,8084104,8176617,8304737,8486169,8739432,9042420,9324647,9492385,9484968,9575360,9492829,9294094,9074695,8608522,8237635,7949486,7767278,7712115,7792168
Turks and Caicos Islands,TCA,3048,3050,3038,3011,2981,2942,2907,2879,2849,2839,2854,2898,2962,3045,3129,3207,3267,3320,3377,3451,3532,3515,3510,3504,3489,3447,3385,3301,3217,3151,3108,3135,3179,3223,3251,3256,3229,3181,3133,3108,3116,3159,3251,3349,3422,3454,3445,3404,3340,3267,3191,3114,3035,2958,2882,2808,2736,2666,2600,2536,2476
Chad,TCD,2800647,2847302,2895280,2943948,2990798,3031379,3069765,3106311,3142574,3180802,3222115,3267383,3315455,3365398,3411770,3452142,3485816,3514277,3539230,3600467,3666302,3737245,3813262,3895958,3986970,4087581,4198717,4320153,4449676,4584385,4722238,4862681,5006887,5158720,5327198,5504868,5691580,5887391,6093975,6313647,6547741,6797516,7061874,7336493,7615698,7895464,8173914,8452344,8734271,9024540,9324457,9634894,9953949,10279151,10606750,10933886,11259511,11584230,11908718,12234607,12562497
East Asia & Pacific (IDA & IBRD countries),TEA,736637155,732050045,737634968,752323306,766409845,786458636,809114719,830634509,852906759,876545379,900861098,925346798,948155194,969117758,987830065,1006579216,1022305114,1036623521,1047752907,1055680728,1062610510,1069481081,1077726979,1087135192,1095174599,1103310457,1112121448,1121530758,1130611266,1138635667,1145636284,1150465979,1153408964,1155184054,1156247568,1156427639,1155738167,1154378299,1151939072,1148180539,1142977409,1134811278,1124327121,1112860612,1100606175,1087887138,1075073514,1061903318,1048287119,1034331281,1020035171,1007234120,995622719,983773317,971409628,958458492,945166532,931888725,917919236,903541775,888729400
Europe & Central Asia (IDA & IBRD countries),TEC,168966759,169187990,169429488,169644183,169798211,169750224,169331490,168968192,168506416,167937695,167291449,166676135,166131189,165555157,164969134,164443881,164012154,163537502,162968755,162653002,162678523,162342357,161791938,161185370,160592567,159996247,159512657,159064278,158506800,158329057,158444436,158570654,158781525,159058772,159073114,158824311,158617960,158436070,158258688,157973198,157481140,156813811,156098527,155491726,154928295,154368340,153842095,153330273,152996300,152843948,152820964,152968147,153145990,153394290,153622171,153831498,153971738,154010120,153924663,153760848,153394984
Togo,TGO,1420908,1422754,1421746,1422713,1431926,1453191,1487959,1533084,1581917,1625927,1665339,1713519,1754707,1790666,1824236,1857807,1891002,1923822,1959065,2000307,2049795,2108672,2175313,2246685,2318914,2388936,2456364,2521801,2584077,2642094,2695273,2742535,2784820,2826455,2873099,2928610,2994633,3069463,3149325,3228719,3303932,3373900,3439973,3504089,3569142,3637186,3708472,3782163,3857677,3934404,4011427,4087371,4162775,4238137,4312849,4386574,4458809,4529629,4599185,4667724,4735438
Thailand,THA,22007629,22641160,23296745,23973498,24670940,25387797,26122443,26873065,27639694,28422346,29179717,29823194,30463360,31091949,31696633,32270423,32808398,33313308,33784608,34225003,34682371,35254496,35805091,36341473,36874146,37409943,37954417,38502248,39029517,39505100,39916512,40295666,40604730,40874944,41150873,41462961,41821148,42214146,42619971,43005325,43194324,42858454,42456025,41995498,41487152,40943339,40360856,39742329,39092273,38419677,37725979,37339014,37007913,36666521,36311547,35941816,35556091,35158587,34749636,34330981,33901849
